Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2018-08-13 06-PM,ETHUSD,288.72,292,286.45,289.2,2646.69,767090.01
2018-08-13 05-PM,ETHUSD,294.66,294.66,284.73,288.72,7372.65,2121910.12
2018-08-13 04-PM,ETHUSD,300.29,302.83,292,294.66,2542.93,757196.34
2018-08-13 03-PM,ETHUSD,315.44,315.44,298.07,300.29,4110.86,1250027.0
2018-08-13 02-PM,ETHUSD,317.72,318.05,314.66,315.44,483.31,152759.65
2018-08-13 01-PM,ETHUSD,319.11,320.19,316.98,317.72,1589.72,506647.94
2018-08-13 12-PM,ETHUSD,318.77,320.01,318.36,319.11,648.06,206848.79
2018-08-13 11-AM,ETHUSD,319.74,320.56,318.21,318.77,2033.53,650410.88
2018-08-13 10-AM,ETHUSD,319.54,319.98,318.4,319.74,1304.27,416155.41
2018-08-13 09-AM,ETHUSD,318.57,320.53,318.4,319.54,2375.88,760045.11
2018-08-13 08-AM,ETHUSD,317.05,321.86,317.05,318.57,1190.06,379782.17
2018-08-13 07-AM,ETHUSD,316.21,317.41,315.44,317.05,1017.81,321779.67
2018-08-13 06-AM,ETHUSD,314.73,319,314.2,316.21,1971.22,623753.3
2018-08-13 05-AM,ETHUSD,318.17,318.82,313.3,314.73,819.88,258820.32
2018-08-13 04-AM,ETHUSD,319.6,320.76,317.89,318.17,848.79,270602.24
2018-08-13 03-AM,ETHUSD,319.5,320.68,319.09,319.6,323.95,103582.64
2018-08-13 02-AM,ETHUSD,319,319.51,317.91,319.5,402.8,128493.84
2018-08-13 01-AM,ETHUSD,319.31,319.86,318.41,319,123.1,39288.47
2018-08-13 12-AM,ETHUSD,318.08,319.97,318.08,319.31,63.43,20232.44
2018-08-12 11-PM,ETHUSD,319.34,319.4,317,318.08,359.0,114176.73
2018-08-12 10-PM,ETHUSD,320.6,321.76,318.57,319.34,200.56,64080.44
2018-08-12 09-PM,ETHUSD,319.87,320.65,317.8,320.6,241.18,76929.53
2018-08-12 08-PM,ETHUSD,320.68,321.17,318.44,319.87,258.09,82557.64
2018-08-12 07-PM,ETHUSD,320.71,328.69,316.24,320.68,3852.64,1241058.39
2018-08-12 06-PM,ETHUSD,320.51,320.96,319.43,320.71,129.41,41478.03
2018-08-12 05-PM,ETHUSD,321.93,323.22,319.67,320.51,349.69,112709.35
2018-08-12 04-PM,ETHUSD,322.12,324.52,320.05,321.93,562.22,181568.62
2018-08-12 03-PM,ETHUSD,319.67,323.77,319.02,322.12,432.0,139066.46
2018-08-12 02-PM,ETHUSD,319.15,322.03,319.15,319.67,371.83,119207.89
2018-08-12 01-PM,ETHUSD,317.06,319.83,316.68,319.15,534.27,169974.96
2018-08-12 12-PM,ETHUSD,322.39,322.63,315.28,317.06,2009.27,639142.15
2018-08-12 11-AM,ETHUSD,322.5,322.83,319.7,322.39,146.45,47019.25
2018-08-12 10-AM,ETHUSD,322.15,322.9,320.69,322.5,362.14,116736.75
2018-08-12 09-AM,ETHUSD,323.35,323.54,320.76,322.15,226.31,72860.22
2018-08-12 08-AM,ETHUSD,325.32,325.61,322.1,323.35,210.96,68278.57
2018-08-12 07-AM,ETHUSD,326.57,326.84,323.92,325.32,168.19,54646.39
2018-08-12 06-AM,ETHUSD,326.37,327.54,324.84,326.57,256.22,83510.51
2018-08-12 05-AM,ETHUSD,321.02,327.37,321.02,326.37,715.59,233311.73
2018-08-12 04-AM,ETHUSD,322.24,322.5,320.52,321.02,285.39,91774.65
2018-08-12 03-AM,ETHUSD,321.85,323.93,321.73,322.24,587.72,189568.62
2018-08-12 02-AM,ETHUSD,319.86,323.34,319.86,321.85,465.61,149859.26
2018-08-12 01-AM,ETHUSD,320.92,321.26,318,319.86,924.88,294464.61
2018-08-12 12-AM,ETHUSD,317.5,322.5,314.01,320.92,2147.92,684246.46
2018-08-11 11-PM,ETHUSD,327.54,331.23,317.5,317.5,4263.18,1379518.51
2018-08-11 10-PM,ETHUSD,324.74,328.5,324.74,327.54,282.93,92594.62
2018-08-11 09-PM,ETHUSD,325.77,325.77,323.93,324.74,141.69,46040.87
2018-08-11 08-PM,ETHUSD,323.15,325.78,322.77,325.77,334.66,108324.54
2018-08-11 07-PM,ETHUSD,323.11,323.89,319.33,323.15,494.81,158836.59
2018-08-11 06-PM,ETHUSD,326.1,329.48,320.85,323.11,1160.29,376606.37
2018-08-11 05-PM,ETHUSD,306.69,327.9,306.69,326.1,5417.69,1736358.18
2018-08-11 04-PM,ETHUSD,308.89,310.26,305.2,306.69,1327.62,408127.68
2018-08-11 03-PM,ETHUSD,312.09,313.15,308.89,308.89,799.82,248383.13
2018-08-11 02-PM,ETHUSD,307.47,314.49,306.48,312.09,1444.16,448428.21
2018-08-11 01-PM,ETHUSD,308.61,309.43,306.15,307.47,982.88,302150.87
2018-08-11 12-PM,ETHUSD,315.04,315.04,305.23,308.61,1450.96,447991.76
2018-08-11 11-AM,ETHUSD,317.03,317.4,312.89,315.04,466.06,146974.48
2018-08-11 10-AM,ETHUSD,316.21,318.65,316.2,317.03,325.2,103243.41
2018-08-11 09-AM,ETHUSD,317.25,318.36,315,316.21,113.11,35808.16
2018-08-11 08-AM,ETHUSD,316.92,320.02,316.2,317.25,3166.92,1007608.89
2018-08-11 07-AM,ETHUSD,313.57,317.5,312.8,316.92,1297.37,410527.48
2018-08-11 06-AM,ETHUSD,315.25,316.82,312.76,313.57,203.25,64122.12
2018-08-11 05-AM,ETHUSD,317.87,318.74,311.64,315.25,1345.63,423102.79
2018-08-11 04-AM,ETHUSD,318.87,321.77,317.59,317.87,1921.95,615652.04
2018-08-11 03-AM,ETHUSD,324.79,325.23,316.32,318.87,608.07,193959.26
2018-08-11 02-AM,ETHUSD,326.24,326.24,320.15,324.79,525.98,170011.63
2018-08-11 01-AM,ETHUSD,328.38,328.83,324.5,326.24,523.32,170695.3
2018-08-11 12-AM,ETHUSD,331.63,332.84,325.7,328.38,386.97,127551.86
2018-08-10 11-PM,ETHUSD,328.3,332.6,327.68,331.63,1192.07,394414.75
2018-08-10 10-PM,ETHUSD,326.82,329.99,326.35,328.3,428.28,140711.19
2018-08-10 09-PM,ETHUSD,342.6,342.95,326,326.82,4566.58,1522819.77
2018-08-10 08-PM,ETHUSD,355.38,356.24,341.94,342.6,2299.15,794647.63
2018-08-10 07-PM,ETHUSD,356.22,356.83,353.92,355.38,650.28,231028.61
2018-08-10 06-PM,ETHUSD,357.66,357.99,355.82,356.22,424.48,151421.32
2018-08-10 05-PM,ETHUSD,357.17,358.48,355.63,357.66,352.86,125862.25
2018-08-10 04-PM,ETHUSD,360.57,360.57,356.92,357.17,627.96,225346.52
2018-08-10 03-PM,ETHUSD,359.5,361.09,357.81,360.57,1028.25,369305.84
2018-08-10 02-PM,ETHUSD,361.85,362.08,358.36,359.5,658.02,236664.81
2018-08-10 01-PM,ETHUSD,362.2,362.97,360.38,361.85,807.54,291959.58
2018-08-10 12-PM,ETHUSD,357.1,364.19,356.72,362.2,1268.05,458814.28
2018-08-10 11-AM,ETHUSD,357.97,359.13,355.83,357.1,230.85,82580.25
2018-08-10 10-AM,ETHUSD,357.29,359.53,356.94,357.97,805.8,288915.55
2018-08-10 09-AM,ETHUSD,358.5,358.59,355.03,357.29,679.57,242480.71
2018-08-10 08-AM,ETHUSD,361.22,362.01,350,358.5,1704.82,609666.91
2018-08-10 07-AM,ETHUSD,360.25,361.99,358.58,361.22,262.22,94413.12
2018-08-10 06-AM,ETHUSD,359.58,361.87,359.51,360.25,297.97,107455.39
2018-08-10 05-AM,ETHUSD,360.69,361.03,358.45,359.58,145.96,52481.81
2018-08-10 04-AM,ETHUSD,360.33,360.69,357.5,360.69,1039.82,372618.8
2018-08-10 03-AM,ETHUSD,359.41,360.99,359.34,360.33,144.45,52089.67
2018-08-10 02-AM,ETHUSD,361.57,361.89,358.44,359.41,715.21,257324.83
2018-08-10 01-AM,ETHUSD,364.98,365.68,361.57,361.57,745.18,270331.42
2018-08-10 12-AM,ETHUSD,363.52,366.23,363.52,364.98,219.88,80263.69
2018-08-09 11-PM,ETHUSD,369.23,369.38,362.31,363.52,473.33,173026.53
2018-08-09 10-PM,ETHUSD,370.43,370.43,368.8,369.23,1911.88,706053.65
2018-08-09 09-PM,ETHUSD,363.22,370.43,363.22,370.43,931.21,342462.91
2018-08-09 08-PM,ETHUSD,361.99,363.84,361.99,363.22,265.55,96512.31
2018-08-09 07-PM,ETHUSD,362.43,364.18,361.99,361.99,234.65,85242.64
2018-08-09 06-PM,ETHUSD,363.34,363.93,361.51,362.43,429.54,155765.94
2018-08-09 05-PM,ETHUSD,363.7,364.11,361.35,363.34,406.25,147400.0
2018-08-09 04-PM,ETHUSD,362.83,364.99,362.7,363.7,864.33,314751.31
2018-08-09 03-PM,ETHUSD,365.45,368.48,361.95,362.83,860.58,314079.26
2018-08-09 02-PM,ETHUSD,361.62,366.7,361,365.45,1579.57,574330.51
2018-08-09 01-PM,ETHUSD,354.3,363.25,350.84,361.62,2077.81,746375.4
2018-08-09 12-PM,ETHUSD,358.08,358.08,353.25,354.3,623.58,221386.2
2018-08-09 11-AM,ETHUSD,360.01,360.44,357.76,358.08,244.09,87593.08
2018-08-09 10-AM,ETHUSD,360.63,360.63,357.5,360.01,1772.63,636699.24
2018-08-09 09-AM,ETHUSD,360.43,360.84,355,360.63,8850.65,3157799.33
2018-08-09 08-AM,ETHUSD,359.72,361.01,358.79,360.43,4262.11,1538223.48
2018-08-09 07-AM,ETHUSD,361.15,361.92,358.2,359.72,798.01,286472.05
2018-08-09 06-AM,ETHUSD,360.95,362.32,360.66,361.15,286.1,103436.6
2018-08-09 05-AM,ETHUSD,361.91,363.13,359.79,360.95,387.69,140367.69
2018-08-09 04-AM,ETHUSD,359.37,361.91,357.71,361.91,1210.23,435524.43
2018-08-09 03-AM,ETHUSD,359.3,359.99,357.62,359.37,273.68,98200.26
2018-08-09 02-AM,ETHUSD,358.95,361.42,357.68,359.3,1012.98,363469.36
2018-08-09 01-AM,ETHUSD,357.27,359.17,355.91,358.95,683.27,244000.93
2018-08-09 12-AM,ETHUSD,355.59,358.89,355.36,357.27,249.59,89119.99
2018-08-08 11-PM,ETHUSD,351.97,356.98,350.02,355.59,729.52,258126.65
2018-08-08 10-PM,ETHUSD,358.99,358.99,350.04,351.97,665.82,235502.97
2018-08-08 09-PM,ETHUSD,357.72,358.99,354.49,358.99,465.13,165619.57
2018-08-08 08-PM,ETHUSD,363.09,363.09,356.03,357.72,365.96,131495.6
2018-08-08 07-PM,ETHUSD,357.88,364,357.88,363.09,1076.33,388915.89
2018-08-08 06-PM,ETHUSD,356.41,358.23,351.27,357.88,2185.64,776587.64
2018-08-08 05-PM,ETHUSD,355.35,358.59,352.65,356.41,2201.65,783016.66
2018-08-08 04-PM,ETHUSD,367.27,368.56,347.62,355.35,5077.96,1799452.47
2018-08-08 03-PM,ETHUSD,364.29,369.7,362.89,367.27,1482.89,543048.54
2018-08-08 02-PM,ETHUSD,365.13,365.23,356.72,364.29,3782.45,1366277.61
2018-08-08 01-PM,ETHUSD,366.54,367.3,364.4,365.13,825.55,302046.88
2018-08-08 12-PM,ETHUSD,368.27,369,365.94,366.54,439.3,161267.08
2018-08-08 11-AM,ETHUSD,366.7,368.86,366.27,368.27,650.26,239211.7
2018-08-08 10-AM,ETHUSD,369.14,369.14,365.01,366.7,797.74,292578.74
2018-08-08 09-AM,ETHUSD,368.99,369.82,368.05,369.14,356.8,131683.05
2018-08-08 08-AM,ETHUSD,367.76,369.18,365.09,368.99,2662.21,977958.58
2018-08-08 07-AM,ETHUSD,373.23,373.66,367.76,367.76,518.1,191924.16
2018-08-08 06-AM,ETHUSD,372.67,373.84,369.74,373.23,1211.3,450449.35
2018-08-08 05-AM,ETHUSD,370.99,374.98,366.9,372.67,1813.95,671260.64
2018-08-08 04-AM,ETHUSD,376.24,376.38,370.36,370.99,1534.81,572032.33
2018-08-08 03-AM,ETHUSD,378.15,378.5,375,376.24,713.03,268364.83
2018-08-08 02-AM,ETHUSD,376.88,378.15,372.96,378.15,4494.17,1684571.01
2018-08-08 01-AM,ETHUSD,376.95,381.52,376.61,376.88,2158.26,816879.25
2018-08-08 12-AM,ETHUSD,378.3,378.3,370.81,376.95,2008.5,751532.44
2018-08-07 11-PM,ETHUSD,380.78,380.99,375.91,378.3,846.99,320827.49
2018-08-07 10-PM,ETHUSD,377.99,382.56,376.88,380.78,1316.32,500269.41
2018-08-07 09-PM,ETHUSD,384.66,384.99,369.22,377.99,3785.69,1425112.13
2018-08-07 08-PM,ETHUSD,393.87,394.04,381.83,384.66,5053.0,1950332.53
2018-08-07 07-PM,ETHUSD,404.69,404.7,393.11,393.87,1799.9,717541.85
2018-08-07 06-PM,ETHUSD,407.97,408.01,403.76,404.69,408.54,165473.47
2018-08-07 05-PM,ETHUSD,408.41,408.62,407.28,407.97,1760.81,718204.69
2018-08-07 04-PM,ETHUSD,408.6,409.01,407.39,408.41,951.66,388397.44
2018-08-07 03-PM,ETHUSD,407.75,409.51,407.35,408.6,219.21,89574.08
2018-08-07 02-PM,ETHUSD,407.72,408.58,407.1,407.75,377.67,154043.8
2018-08-07 01-PM,ETHUSD,408.99,409.8,407.56,407.72,556.68,227534.96
2018-08-07 12-PM,ETHUSD,409.86,409.86,407.59,408.99,740.0,302407.31
2018-08-07 11-AM,ETHUSD,409.18,410.67,408.58,409.86,249.73,102356.63
2018-08-07 10-AM,ETHUSD,410.24,410.53,407.89,409.18,1383.05,565847.75
2018-08-07 09-AM,ETHUSD,408.82,410.25,408.82,410.24,362.67,148589.15
2018-08-07 08-AM,ETHUSD,408.69,409.34,407.76,408.82,92.89,37964.29
2018-08-07 07-AM,ETHUSD,405.46,409.99,404.86,408.69,1013.51,414260.87
2018-08-07 06-AM,ETHUSD,404.91,405.7,404.34,405.46,150.34,60892.81
2018-08-07 05-AM,ETHUSD,405.12,405.81,404.68,404.91,37.24,15087.43
2018-08-07 04-AM,ETHUSD,404.87,405.97,404.79,405.12,49.75,20168.64
2018-08-07 03-AM,ETHUSD,404.99,405.59,404.58,404.87,12.51,5068.58
2018-08-07 02-AM,ETHUSD,403.76,405.97,403.61,404.99,240.33,97242.18
2018-08-07 01-AM,ETHUSD,405.81,406.34,402.88,403.76,399.84,161562.53
2018-08-07 12-AM,ETHUSD,404.25,406.99,404.25,405.81,276.1,112059.4
2018-08-06 11-PM,ETHUSD,402.06,407,402.02,404.25,554.19,224509.21
2018-08-06 10-PM,ETHUSD,401.31,402.75,400.84,402.06,462.33,185760.05
2018-08-06 09-PM,ETHUSD,403.3,403.3,400.59,401.31,701.92,282108.24
2018-08-06 08-PM,ETHUSD,403.79,404.1,402.96,403.3,217.35,87727.39
2018-08-06 07-PM,ETHUSD,403.96,404.11,403.18,403.79,65.86,26586.61
2018-08-06 06-PM,ETHUSD,404.44,404.44,402.73,403.96,340.48,137315.82
2018-08-06 05-PM,ETHUSD,404.94,406.17,403.42,404.44,436.23,176767.46
2018-08-06 04-PM,ETHUSD,405.84,406.35,404.72,404.94,248.28,100658.32
2018-08-06 03-PM,ETHUSD,405.51,407.2,405.03,405.84,273.93,111270.93
2018-08-06 02-PM,ETHUSD,404.68,405.52,403.72,405.51,168.21,68090.91
2018-08-06 01-PM,ETHUSD,406.69,406.69,403.39,404.68,748.92,303002.23
2018-08-06 12-PM,ETHUSD,407.98,407.98,405.51,406.69,397.3,161548.92
2018-08-06 11-AM,ETHUSD,406.54,408.04,405.98,407.98,279.85,113845.95
2018-08-06 10-AM,ETHUSD,406.73,407.4,405.91,406.54,166.08,67541.5
2018-08-06 09-AM,ETHUSD,407.97,408.54,405.92,406.73,226.0,92044.35
2018-08-06 08-AM,ETHUSD,409.02,409.04,406.2,407.97,1045.58,426452.67
2018-08-06 07-AM,ETHUSD,409.2,411.54,406.75,409.02,846.4,346722.09
2018-08-06 06-AM,ETHUSD,410.54,411.82,408.49,409.2,735.13,301624.97
2018-08-06 05-AM,ETHUSD,409.92,411.67,409.65,410.54,383.52,157586.14
2018-08-06 04-AM,ETHUSD,410.82,412.64,409.92,409.92,216.08,88941.97
2018-08-06 03-AM,ETHUSD,411.45,411.88,410.3,410.82,127.39,52323.64
2018-08-06 02-AM,ETHUSD,411.87,412.99,410.94,411.45,170.96,70449.94
2018-08-06 01-AM,ETHUSD,409.07,412.88,409.07,411.87,491.45,201996.98
2018-08-06 12-AM,ETHUSD,408.97,410.92,408.34,409.07,412.65,169084.69
2018-08-05 11-PM,ETHUSD,409.72,410.04,408.16,408.97,468.65,191657.18
2018-08-05 10-PM,ETHUSD,412.57,412.67,409.44,409.72,182.72,74997.98
2018-08-05 09-PM,ETHUSD,411.27,413.58,411.27,412.57,357.34,147365.22
2018-08-05 08-PM,ETHUSD,406.52,411.98,406.26,411.27,775.24,318108.53
2018-08-05 07-PM,ETHUSD,404.78,406.52,404.78,406.52,168.72,68469.15
2018-08-05 06-PM,ETHUSD,404.88,405.39,404.27,404.78,135.38,54835.08
2018-08-05 05-PM,ETHUSD,405.31,405.66,403.57,404.88,174.65,70627.71
2018-08-05 04-PM,ETHUSD,405.99,405.99,404.39,405.31,90.06,36528.74
2018-08-05 03-PM,ETHUSD,404,406.99,403.18,405.99,198.1,80422.75
2018-08-05 02-PM,ETHUSD,405.63,405.63,403.14,404,356.7,144210.79
2018-08-05 01-PM,ETHUSD,408.11,408.33,405.02,405.63,734.28,298692.69
2018-08-05 12-PM,ETHUSD,406.54,408.21,406.3,408.11,130.01,53009.55
2018-08-05 11-AM,ETHUSD,406.74,407.23,405.77,406.54,111.03,45088.29
2018-08-05 10-AM,ETHUSD,407.95,408.7,405.96,406.74,87.62,35667.29
2018-08-05 09-AM,ETHUSD,405.25,408.65,405.13,407.95,237.4,96484.12
2018-08-05 08-AM,ETHUSD,403.68,406.68,403.04,405.25,258.82,104853.64
2018-08-05 07-AM,ETHUSD,405.58,405.7,402,403.68,221.7,89478.84
2018-08-05 06-AM,ETHUSD,406.63,407.41,404.26,405.58,251.04,101789.47
2018-08-05 05-AM,ETHUSD,406.68,407.08,405.39,406.63,86.5,35181.53
2018-08-05 04-AM,ETHUSD,408.99,408.99,406.25,406.68,484.35,197343.49
2018-08-05 03-AM,ETHUSD,404.7,408.99,404.68,408.99,701.34,285238.13
2018-08-05 02-AM,ETHUSD,402.14,405.8,402.1,404.7,242.37,97980.23
2018-08-05 01-AM,ETHUSD,401.2,404.9,400.74,402.14,424.24,170625.34
2018-08-05 12-AM,ETHUSD,406.54,408.99,400.36,401.2,571.08,230403.48
2018-08-04 11-PM,ETHUSD,406.14,406.55,405.75,406.54,232.5,94456.16
2018-08-04 10-PM,ETHUSD,405.6,406.28,404.6,406.14,62.39,25319.95
2018-08-04 09-PM,ETHUSD,404.02,406.85,403.85,405.6,100.58,40677.95
2018-08-04 08-PM,ETHUSD,405.75,405.99,403.99,404.02,67.68,27410.25
2018-08-04 07-PM,ETHUSD,407.16,407.16,405.19,405.75,92.16,37399.9
2018-08-04 06-PM,ETHUSD,407.63,408.63,406.79,407.16,108.13,44112.67
2018-08-04 05-PM,ETHUSD,405.75,408.97,402.56,407.63,1509.98,614088.54
2018-08-04 04-PM,ETHUSD,403.51,407.01,402.49,405.75,920.45,373349.51
2018-08-04 03-PM,ETHUSD,405.16,406.13,401.7,403.51,911.78,368071.57
2018-08-04 02-PM,ETHUSD,410.86,410.86,401.16,405.16,817.0,329866.28
2018-08-04 01-PM,ETHUSD,407.36,412.91,407.36,410.86,623.81,255829.87
2018-08-04 12-PM,ETHUSD,414.36,414.36,406.15,407.36,741.95,304484.31
2018-08-04 11-AM,ETHUSD,414.22,414.71,413.13,414.36,78.78,32623.73
2018-08-04 10-AM,ETHUSD,416.16,416.16,411.59,414.22,358.36,148527.4
2018-08-04 09-AM,ETHUSD,417.17,417.99,414.89,416.16,1129.67,469879.01
2018-08-04 08-AM,ETHUSD,416.73,418.27,416.73,417.17,90.79,37902.83
2018-08-04 07-AM,ETHUSD,416.04,416.99,415.31,416.73,1078.75,448575.98
2018-08-04 06-AM,ETHUSD,416.54,417.16,415.34,416.04,22.52,9375.11
2018-08-04 05-AM,ETHUSD,417.79,417.92,416.54,416.54,83.75,34969.39
2018-08-04 04-AM,ETHUSD,418.21,418.51,416.06,417.79,75.62,31595.48
2018-08-04 03-AM,ETHUSD,418.43,418.7,417.89,418.21,3.23,1351.82
2018-08-04 02-AM,ETHUSD,418.57,418.99,417.91,418.43,84.44,35357.99
2018-08-04 01-AM,ETHUSD,418.78,418.78,416.61,418.57,451.93,188600.0
2018-08-04 12-AM,ETHUSD,416.91,418.78,414.28,418.78,404.37,168338.77
2018-08-03 11-PM,ETHUSD,418.45,418.8,414.07,416.91,310.83,129220.72
2018-08-03 10-PM,ETHUSD,416.9,418.57,416.11,418.45,189.59,79145.25
2018-08-03 09-PM,ETHUSD,415.71,419.25,415.3,416.9,480.14,200372.18
2018-08-03 08-PM,ETHUSD,413.54,417.65,413.54,415.71,396.18,164522.62
2018-08-03 07-PM,ETHUSD,417.99,417.99,412.57,413.54,668.24,277061.01
2018-08-03 06-PM,ETHUSD,417.93,419.88,417.22,417.99,961.71,402356.27
2018-08-03 05-PM,ETHUSD,413.73,418.86,413.59,417.93,358.23,149251.53
2018-08-03 04-PM,ETHUSD,413.86,413.99,412.38,413.73,95.07,39302.1
2018-08-03 03-PM,ETHUSD,412.71,413.89,410.24,413.86,554.4,228616.29
2018-08-03 02-PM,ETHUSD,413.63,415.5,412.71,412.71,516.69,214231.55
2018-08-03 01-PM,ETHUSD,413.39,414.54,411.28,413.63,1119.3,462267.81
2018-08-03 12-PM,ETHUSD,410.78,413.65,409,413.39,814.29,334284.4
2018-08-03 11-AM,ETHUSD,408.69,410.81,408.69,410.78,386.57,158400.21
2018-08-03 10-AM,ETHUSD,408.26,409.7,407.88,408.69,142.82,58374.3
2018-08-03 09-AM,ETHUSD,408.13,408.68,406.28,408.26,260.17,105993.05
2018-08-03 08-AM,ETHUSD,408.96,410.81,407.49,408.13,837.59,342654.03
2018-08-03 07-AM,ETHUSD,405,408.98,403,408.96,1294.28,523051.92
2018-08-03 06-AM,ETHUSD,403.45,405.58,401.64,405,203.14,82031.51
2018-08-03 05-AM,ETHUSD,400.5,404.29,400.48,403.45,502.31,202070.42
2018-08-03 04-AM,ETHUSD,401.6,401.79,397.41,400.5,735.35,293518.53
2018-08-03 03-AM,ETHUSD,402.21,402.5,401.05,401.6,195.21,78426.62
2018-08-03 02-AM,ETHUSD,401.99,402.37,400.11,402.21,369.71,148192.95
2018-08-03 01-AM,ETHUSD,404.04,404.2,398.14,401.99,2175.71,872328.92
2018-08-03 12-AM,ETHUSD,410.56,410.62,401.73,404.04,1643.3,664298.09
2018-08-02 11-PM,ETHUSD,411.34,411.99,410.56,410.56,269.43,110809.34
2018-08-02 10-PM,ETHUSD,410.38,412.29,410.22,411.34,73.99,30452.34
2018-08-02 09-PM,ETHUSD,410.24,410.77,408.78,410.38,84.21,34495.18
2018-08-02 08-PM,ETHUSD,409.16,412.38,408.75,410.24,397.72,163482.03
2018-08-02 07-PM,ETHUSD,409.09,410.14,408.02,409.16,429.76,175979.52
2018-08-02 06-PM,ETHUSD,409.62,410,407.33,409.09,646.36,264287.13
2018-08-02 05-PM,ETHUSD,413,413.16,408.97,409.62,534.39,219352.79
2018-08-02 04-PM,ETHUSD,411.52,415.12,408,413,1133.62,466680.14
2018-08-02 03-PM,ETHUSD,412.75,414.11,411.25,411.52,656.93,271243.55
2018-08-02 02-PM,ETHUSD,410.49,412.9,409.56,412.75,613.77,252343.13
2018-08-02 01-PM,ETHUSD,411.59,413.51,409,410.49,501.73,206282.59
2018-08-02 12-PM,ETHUSD,414.94,415.44,411.24,411.59,368.53,152329.06
2018-08-02 11-AM,ETHUSD,414.76,415.66,412.99,414.94,977.95,405145.59
2018-08-02 10-AM,ETHUSD,415.82,415.82,413.06,414.76,1070.69,443652.09
2018-08-02 09-AM,ETHUSD,418.21,419.18,414.83,415.82,1536.61,640164.8
2018-08-02 08-AM,ETHUSD,420.67,420.97,417.82,418.21,247.31,103676.56
2018-08-02 07-AM,ETHUSD,419.51,422.23,419.51,420.67,260.23,109644.05
2018-08-02 06-AM,ETHUSD,419.24,420.37,418.98,419.51,107.76,45216.03
2018-08-02 05-AM,ETHUSD,418.57,419.32,417.08,419.24,278.51,116401.3
2018-08-02 04-AM,ETHUSD,420.98,421.22,418.5,418.57,256.13,107571.97
2018-08-02 03-AM,ETHUSD,421.27,421.58,420.22,420.98,162.83,68553.95
2018-08-02 02-AM,ETHUSD,423.04,423.29,420.55,421.27,1157.1,488022.66
2018-08-02 01-AM,ETHUSD,422.06,424.72,421.67,423.04,617.48,261356.56
2018-08-02 12-AM,ETHUSD,420.06,424.85,419.84,422.06,1930.27,817672.87
2018-08-01 11-PM,ETHUSD,419.86,421.29,418.2,420.06,294.17,123624.79
2018-08-01 10-PM,ETHUSD,409.71,421.4,407.49,419.86,1820.64,759463.7
2018-08-01 09-PM,ETHUSD,409.24,411.98,408.2,409.71,655.36,269145.05
2018-08-01 08-PM,ETHUSD,419.03,419.5,408.98,409.24,1387.4,572246.99
2018-08-01 07-PM,ETHUSD,416.84,419.54,416.65,419.03,377.35,157839.05
2018-08-01 06-PM,ETHUSD,419.15,419.98,416.36,416.84,304.88,127511.93
2018-08-01 05-PM,ETHUSD,419.96,420.58,417.69,419.15,424.49,177838.29
2018-08-01 04-PM,ETHUSD,420.73,421.98,418.28,419.96,416.6,175047.43
2018-08-01 03-PM,ETHUSD,422.1,423.12,420.35,420.73,449.16,189485.53
2018-08-01 02-PM,ETHUSD,424.38,425.27,421.79,422.1,356.57,150909.78
2018-08-01 01-PM,ETHUSD,422.72,424.83,422.17,424.38,156.87,66465.91
2018-08-01 12-PM,ETHUSD,423.99,425.52,421.84,422.72,227.02,96067.21
2018-08-01 11-AM,ETHUSD,423,423.99,420.65,423.99,240.05,101257.52
2018-08-01 10-AM,ETHUSD,423.91,423.91,420.1,423,180.04,75931.71
2018-08-01 09-AM,ETHUSD,425.1,425.99,423.91,423.91,122.93,52268.13
2018-08-01 08-AM,ETHUSD,421.22,426.98,421.22,425.1,2024.11,859293.5
2018-08-01 07-AM,ETHUSD,421.26,421.57,419.57,421.22,975.86,409977.03
2018-08-01 06-AM,ETHUSD,418.43,422.05,417.59,421.26,803.57,337966.49
2018-08-01 05-AM,ETHUSD,416.6,418.61,414.65,418.43,1043.23,434189.82
2018-08-01 04-AM,ETHUSD,417.38,418.99,415.01,416.6,789.52,329526.61
2018-08-01 03-AM,ETHUSD,416.7,418.95,415.99,417.38,367.6,153391.39
2018-08-01 02-AM,ETHUSD,415.15,417.76,411.36,416.7,2024.73,838900.53
2018-08-01 01-AM,ETHUSD,431.12,431.76,415.15,415.15,2040.71,864394.75
2018-08-01 12-AM,ETHUSD,432.29,434.41,431.12,431.12,335.69,145261.95
2018-07-31 11-PM,ETHUSD,430.31,433.58,427.3,432.29,2198.84,945028.21
2018-07-31 10-PM,ETHUSD,431.8,432.31,430.23,430.31,163.67,70562.11
2018-07-31 09-PM,ETHUSD,431.99,433,431.31,431.8,232.96,100662.79
2018-07-31 08-PM,ETHUSD,434.76,434.76,431.14,431.99,496.77,214896.06
2018-07-31 07-PM,ETHUSD,432.68,435.42,432.48,434.76,351.25,152323.47
2018-07-31 06-PM,ETHUSD,433.11,433.99,431.24,432.68,574.61,248891.66
2018-07-31 05-PM,ETHUSD,432.81,435.99,432.05,433.11,763.61,331457.17
2018-07-31 04-PM,ETHUSD,429.74,432.81,428.35,432.81,1298.03,559641.81
2018-07-31 03-PM,ETHUSD,430.96,431.1,428.38,429.74,650.05,279477.87
