Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-03-18 10-AM,ETHUSD,136.96,137.13,136.23,136.49,8795.85,1202211.55
2019-03-18 09-AM,ETHUSD,137.38,137.62,136.89,136.96,795.42,109145.54
2019-03-18 08-AM,ETHUSD,137.05,137.55,136.63,137.38,1131.51,155179.51
2019-03-18 07-AM,ETHUSD,136.99,137.24,136.41,137.05,1779.95,243511.49
2019-03-18 06-AM,ETHUSD,135.9,137.35,135.71,136.99,1023.1,139641.51
2019-03-18 05-AM,ETHUSD,139.25,139.34,135.88,135.9,5275.15,723042.42
2019-03-18 04-AM,ETHUSD,139.53,139.91,138.85,139.25,364.86,50832.93
2019-03-18 03-AM,ETHUSD,140.06,140.11,139.53,139.53,260.72,36472.09
2019-03-18 02-AM,ETHUSD,139.99,140.33,139.63,140.06,726.89,101756.89
2019-03-18 01-AM,ETHUSD,139.46,141.34,139.46,139.99,5062.29,710914.63
2019-03-18 12-AM,ETHUSD,138.15,139.67,137.76,139.46,1325.71,183775.79
2019-03-17 11-PM,ETHUSD,138.2,138.37,137.94,138.15,397.67,54959.25
2019-03-17 10-PM,ETHUSD,138.7,139,138.1,138.2,1507.53,208764.42
2019-03-17 09-PM,ETHUSD,139.03,139.16,138.26,138.7,1192.29,165479.22
2019-03-17 08-PM,ETHUSD,138.72,139.17,138.72,139.03,1514.36,210378.24
2019-03-17 07-PM,ETHUSD,138.2,138.8,137.96,138.72,2941.83,406366.43
2019-03-17 06-PM,ETHUSD,138.05,138.36,137.96,138.2,654.04,90436.3
2019-03-17 05-PM,ETHUSD,138.15,138.18,137.85,138.05,145.41,20072.64
2019-03-17 04-PM,ETHUSD,138.79,139.42,137.47,138.15,1909.15,264295.98
2019-03-17 03-PM,ETHUSD,138.82,139.08,138.34,138.79,198.29,27525.5
2019-03-17 02-PM,ETHUSD,138.5,139.69,138.22,138.82,1326.24,184196.4
2019-03-17 01-PM,ETHUSD,138.35,138.5,137.89,138.5,500.84,69244.78
2019-03-17 12-PM,ETHUSD,138.14,138.35,137.87,138.35,219.2,30270.37
2019-03-17 11-AM,ETHUSD,138.4,138.84,137.86,138.14,121.88,16858.09
2019-03-17 10-AM,ETHUSD,137.73,138.69,137.73,138.4,655.93,90708.31
2019-03-17 09-AM,ETHUSD,138.09,138.09,137.44,137.73,288.7,39710.41
2019-03-17 08-AM,ETHUSD,137.88,138.35,137.78,138.09,243.83,33683.84
2019-03-17 07-AM,ETHUSD,138,138.05,137.72,137.88,130.92,18046.36
2019-03-17 06-AM,ETHUSD,137.42,138,137.42,138,93.89,12934.94
2019-03-17 05-AM,ETHUSD,136.95,137.57,136.65,137.42,156.72,21501.48
2019-03-17 04-AM,ETHUSD,137.22,137.36,136.58,136.95,1000.15,136999.44
2019-03-17 03-AM,ETHUSD,136.88,137.49,136.75,137.22,1093.85,150005.45
2019-03-17 02-AM,ETHUSD,138.19,138.19,136.6,136.88,1374.28,188448.88
2019-03-17 01-AM,ETHUSD,137.94,138.59,137.91,138.19,457.83,63294.22
2019-03-17 12-AM,ETHUSD,140.38,140.38,135.55,137.94,6477.62,893548.93
2019-03-16 11-PM,ETHUSD,140.47,140.73,140.3,140.38,110.83,15574.02
2019-03-16 10-PM,ETHUSD,140.5,140.7,140.12,140.47,391.83,55066.44
2019-03-16 09-PM,ETHUSD,139.59,140.5,139.45,140.5,281.19,39352.49
2019-03-16 08-PM,ETHUSD,139.5,139.8,139.03,139.59,267.04,37242.8
2019-03-16 07-PM,ETHUSD,139.94,140.12,139.05,139.5,1918.31,268229.86
2019-03-16 06-PM,ETHUSD,140.49,140.49,139.59,139.94,408.35,57099.68
2019-03-16 05-PM,ETHUSD,140.38,140.87,140.26,140.49,480.92,67556.03
2019-03-16 04-PM,ETHUSD,139.56,140.96,139.36,140.38,1654.1,232142.23
2019-03-16 03-PM,ETHUSD,140.19,140.19,139.28,139.56,1618.69,226133.87
2019-03-16 02-PM,ETHUSD,139.7,140.35,139.54,140.19,1567.62,219646.42
2019-03-16 01-PM,ETHUSD,139.13,140.19,139.06,139.7,1077.51,150528.26
2019-03-16 12-PM,ETHUSD,141.93,141.95,138.05,139.13,3578.53,500400.84
2019-03-16 11-AM,ETHUSD,141.59,142.11,141,141.93,749.53,106170.92
2019-03-16 10-AM,ETHUSD,141.89,142.3,141.59,141.59,1256.16,178274.98
2019-03-16 09-AM,ETHUSD,141.06,141.89,140.9,141.89,1172.26,165811.63
2019-03-16 08-AM,ETHUSD,141.09,141.41,140.58,141.06,457.29,64519.47
2019-03-16 07-AM,ETHUSD,141.66,142.44,141,141.09,1062.58,150538.44
2019-03-16 06-AM,ETHUSD,141.75,142.5,141,141.66,2400.49,339657.69
2019-03-16 05-AM,ETHUSD,142.3,143.3,141.47,141.75,2928.79,416357.36
2019-03-16 04-AM,ETHUSD,138.54,143.85,138.4,142.3,11100.81,1571408.58
2019-03-16 03-AM,ETHUSD,138,139.26,137.81,138.54,1289.36,178795.43
2019-03-16 02-AM,ETHUSD,138.4,138.61,137.83,138,1092.52,151140.78
2019-03-16 01-AM,ETHUSD,136.95,138.71,136.28,138.4,3124.56,429900.56
2019-03-16 12-AM,ETHUSD,135.77,137.29,135.77,136.95,1407.78,192370.94
2019-03-15 11-PM,ETHUSD,135.08,135.8,135.02,135.77,215.93,29216.96
2019-03-15 10-PM,ETHUSD,135.62,135.8,134.79,135.08,917.75,124108.38
2019-03-15 09-PM,ETHUSD,135.73,135.89,135.21,135.62,359.15,48639.04
2019-03-15 08-PM,ETHUSD,136.13,136.27,135.73,135.73,1049.86,142729.39
2019-03-15 07-PM,ETHUSD,136.1,136.36,135.84,136.13,720.35,97983.73
2019-03-15 06-PM,ETHUSD,136.38,136.38,135.54,136.1,1181.29,160669.03
2019-03-15 05-PM,ETHUSD,135.94,136.53,135.8,136.38,535.69,72879.39
2019-03-15 04-PM,ETHUSD,136,136.93,135.35,135.94,1994.37,271883.65
2019-03-15 03-PM,ETHUSD,134.31,136.86,134.19,136,6748.1,918224.88
2019-03-15 02-PM,ETHUSD,133.69,134.9,133.68,134.31,4960.73,664834.88
2019-03-15 01-PM,ETHUSD,133.57,134.07,133.49,133.69,3650.36,488068.57
2019-03-15 12-PM,ETHUSD,134.08,134.52,133.1,133.57,5972.42,797448.79
2019-03-15 11-AM,ETHUSD,132.8,134.73,132.59,134.08,2751.46,368274.88
2019-03-15 10-AM,ETHUSD,132.76,133.48,132.38,132.8,3454.57,458649.7
2019-03-15 09-AM,ETHUSD,132.56,132.76,132.29,132.76,212.65,28180.74
2019-03-15 08-AM,ETHUSD,132.35,132.79,132.29,132.56,569.45,75465.21
2019-03-15 07-AM,ETHUSD,132.6,132.79,132.12,132.35,2399.84,317657.65
2019-03-15 06-AM,ETHUSD,132.51,133.05,132.4,132.6,1404.9,186452.21
2019-03-15 05-AM,ETHUSD,132.37,132.76,132.34,132.51,123.94,16439.99
2019-03-15 04-AM,ETHUSD,132.37,132.71,132.37,132.37,32.64,4327.04
2019-03-15 03-AM,ETHUSD,132.34,132.37,132.04,132.37,163.36,21617.34
2019-03-15 02-AM,ETHUSD,132.76,132.8,132.22,132.34,85.97,11386.12
2019-03-15 01-AM,ETHUSD,132.26,133.04,132.26,132.76,254.98,33861.52
2019-03-15 12-AM,ETHUSD,131.3,132.86,131.3,132.26,1748.56,231385.46
2019-03-14 11-PM,ETHUSD,131.42,131.48,131.18,131.3,505.04,66313.09
2019-03-14 10-PM,ETHUSD,131.57,131.6,131.21,131.42,252.58,33199.64
2019-03-14 09-PM,ETHUSD,131.39,131.57,131.02,131.57,208.27,27349.12
2019-03-14 08-PM,ETHUSD,131.38,131.51,131.19,131.39,86.73,11391.71
2019-03-14 07-PM,ETHUSD,131.36,131.43,131.19,131.38,116.67,15321.09
2019-03-14 06-PM,ETHUSD,131.73,131.73,131.15,131.36,1178.38,154736.37
2019-03-14 05-PM,ETHUSD,131.02,131.75,131.02,131.73,935.72,122870.73
2019-03-14 04-PM,ETHUSD,131.47,131.74,131.02,131.02,662.64,87094.41
2019-03-14 03-PM,ETHUSD,131.23,131.91,131.09,131.47,650.22,85463.19
2019-03-14 02-PM,ETHUSD,131.05,135.08,128.66,131.23,13463.59,1773975.78
2019-03-14 01-PM,ETHUSD,130.89,131.15,130.68,131.05,1280.78,167602.5
2019-03-14 12-PM,ETHUSD,130.81,131.28,130.09,130.89,1330.92,174039.64
2019-03-14 11-AM,ETHUSD,131.13,131.21,130.64,130.81,755.4,98888.24
2019-03-14 10-AM,ETHUSD,131.01,131.33,130.91,131.13,93.52,12261.33
2019-03-14 09-AM,ETHUSD,131.2,131.3,130.8,131.01,439.61,57613.67
2019-03-14 08-AM,ETHUSD,130.8,131.2,130.58,131.2,1213.09,158720.64
2019-03-14 07-AM,ETHUSD,131,131.38,130.56,130.8,1044.42,136800.86
2019-03-14 06-AM,ETHUSD,131.2,131.27,130.69,131,112.43,14723.36
2019-03-14 05-AM,ETHUSD,131.46,131.53,131.2,131.2,110.04,14455.01
2019-03-14 04-AM,ETHUSD,131.14,131.46,131.11,131.46,67.27,8837.88
2019-03-14 03-AM,ETHUSD,131.54,131.59,131.06,131.14,533.15,69929.33
2019-03-14 02-AM,ETHUSD,131.73,131.89,131.45,131.54,352.06,46356.77
2019-03-14 01-AM,ETHUSD,131.71,131.73,131.15,131.73,306.59,40310.06
2019-03-14 12-AM,ETHUSD,131.16,131.71,130.8,131.71,1141.0,149665.32
2019-03-13 11-PM,ETHUSD,131.1,131.43,130.67,131.16,691.04,90548.96
2019-03-13 10-PM,ETHUSD,130.58,131.29,130.58,131.1,517.68,67878.17
2019-03-13 09-PM,ETHUSD,131.32,131.33,130.53,130.58,910.56,119117.44
2019-03-13 08-PM,ETHUSD,131.16,131.51,131.08,131.32,907.98,119101.84
2019-03-13 07-PM,ETHUSD,131.37,131.4,131.15,131.16,481.72,63230.96
2019-03-13 06-PM,ETHUSD,130.94,131.39,130.94,131.37,284.56,37349.77
2019-03-13 05-PM,ETHUSD,130.9,131.32,130.63,130.94,535.31,70044.77
2019-03-13 04-PM,ETHUSD,131.53,131.56,130.9,130.9,485.43,63647.06
2019-03-13 03-PM,ETHUSD,131.25,131.58,130.5,131.53,715.4,93677.37
2019-03-13 02-PM,ETHUSD,131.62,132,130.9,131.25,1198.21,157360.17
2019-03-13 01-PM,ETHUSD,131.76,132.61,131.62,131.62,1524.95,201271.13
2019-03-13 12-PM,ETHUSD,131.07,132.03,130.73,131.76,894.02,117235.76
2019-03-13 11-AM,ETHUSD,130.76,131.28,130.73,131.07,896.21,117474.28
2019-03-13 10-AM,ETHUSD,130.95,131.09,130.12,130.76,658.54,86035.11
2019-03-13 09-AM,ETHUSD,131.43,131.58,130.65,130.95,420.51,55154.55
2019-03-13 08-AM,ETHUSD,131.73,131.92,131.3,131.43,48.17,6338.76
2019-03-13 07-AM,ETHUSD,131.06,131.73,130.87,131.73,396.9,52159.67
2019-03-13 06-AM,ETHUSD,131.54,131.72,130.7,131.06,777.37,101917.94
2019-03-13 05-AM,ETHUSD,131.78,132.27,131.54,131.54,113.75,15016.85
2019-03-13 04-AM,ETHUSD,132.19,132.41,131.77,131.78,86.87,11468.19
2019-03-13 03-AM,ETHUSD,131.97,132.58,131.74,132.19,113.78,15028.09
2019-03-13 02-AM,ETHUSD,132.1,132.14,131.95,131.97,74.35,9820.45
2019-03-13 01-AM,ETHUSD,132.75,132.75,131.87,132.1,218.35,28859.92
2019-03-13 12-AM,ETHUSD,132.67,132.76,132.42,132.75,84.96,11265.0
2019-03-12 11-PM,ETHUSD,132.95,133.17,132.61,132.67,1588.07,211149.92
2019-03-12 10-PM,ETHUSD,132.16,132.95,132.11,132.95,1200.57,159467.94
2019-03-12 09-PM,ETHUSD,132.73,133.16,132.05,132.16,370.96,49149.82
2019-03-12 08-PM,ETHUSD,131.81,132.9,131.81,132.73,217.89,28908.65
2019-03-12 07-PM,ETHUSD,131.66,131.82,131.1,131.81,310.06,40753.86
2019-03-12 06-PM,ETHUSD,131.88,132.2,131.38,131.66,924.11,121624.05
2019-03-12 05-PM,ETHUSD,132.37,132.56,131.85,131.88,101.26,13413.79
2019-03-12 04-PM,ETHUSD,132.18,132.54,131.75,132.37,1157.92,152976.56
2019-03-12 03-PM,ETHUSD,132.89,132.89,131.85,132.18,1091.09,144199.84
2019-03-12 02-PM,ETHUSD,133.1,133.15,132.37,132.89,974.19,129369.84
2019-03-12 01-PM,ETHUSD,133.5,133.86,132.42,133.1,723.95,96263.77
2019-03-12 12-PM,ETHUSD,132.92,133.61,132.92,133.5,97.14,12954.13
2019-03-12 11-AM,ETHUSD,132.84,133.51,132.84,132.92,1754.82,233356.54
2019-03-12 10-AM,ETHUSD,133.18,133.7,132.7,132.84,7023.94,935600.5
2019-03-12 09-AM,ETHUSD,133.03,133.63,132.59,133.18,1605.09,213642.44
2019-03-12 08-AM,ETHUSD,129.81,134.37,129.78,133.03,5161.54,684302.08
2019-03-12 07-AM,ETHUSD,129.65,130.16,129.43,129.81,1018.86,132323.09
2019-03-12 06-AM,ETHUSD,129.35,129.65,129.15,129.65,1585.85,205176.63
2019-03-12 05-AM,ETHUSD,129.33,130.03,129.31,129.35,496.55,64346.54
2019-03-12 04-AM,ETHUSD,129.48,129.6,127.35,129.33,2972.37,381829.25
2019-03-12 03-AM,ETHUSD,129.89,130.28,129.27,129.48,876.61,113983.2
2019-03-12 02-AM,ETHUSD,131.08,131.08,129.18,129.89,2423.09,315012.5
2019-03-12 01-AM,ETHUSD,131.7,131.78,131.04,131.08,1027.46,134842.34
2019-03-12 12-AM,ETHUSD,131.94,132.72,131.61,131.7,471.85,62328.15
2019-03-11 11-PM,ETHUSD,132.5,132.73,131.69,131.94,1324.24,175086.91
2019-03-11 10-PM,ETHUSD,132.49,133.68,132.48,132.5,1006.89,134258.33
2019-03-11 09-PM,ETHUSD,131.89,132.71,131.73,132.49,823.89,108879.31
2019-03-11 08-PM,ETHUSD,130.92,132.08,130.92,131.89,1088.29,142936.24
2019-03-11 07-PM,ETHUSD,132.1,132.13,130.75,130.92,858.56,112490.12
2019-03-11 06-PM,ETHUSD,131.76,132.32,131.59,132.1,1082.62,142946.35
2019-03-11 05-PM,ETHUSD,131.71,132.04,131.5,131.76,955.78,126051.96
2019-03-11 04-PM,ETHUSD,131,131.81,130.87,131.71,1211.02,159245.53
2019-03-11 03-PM,ETHUSD,131.3,131.52,130.8,131,1036.68,135852.94
2019-03-11 02-PM,ETHUSD,131.64,131.83,130.71,131.3,700.49,91880.94
2019-03-11 01-PM,ETHUSD,130.96,131.88,130.49,131.64,2722.94,357904.98
2019-03-11 12-PM,ETHUSD,131.39,132,130.46,130.96,1868.05,245012.19
2019-03-11 11-AM,ETHUSD,131.97,132.25,131.2,131.39,5458.14,720208.82
2019-03-11 10-AM,ETHUSD,133.22,133.37,131.65,131.97,10903.13,1444954.49
2019-03-11 09-AM,ETHUSD,132.86,133.36,132.01,133.22,3171.42,421351.67
2019-03-11 08-AM,ETHUSD,132.76,133.56,132.59,132.86,4457.05,593809.43
2019-03-11 07-AM,ETHUSD,133.38,133.74,132.76,132.76,491.95,65479.33
2019-03-11 06-AM,ETHUSD,133.17,133.59,132.62,133.38,2231.74,297033.3
2019-03-11 05-AM,ETHUSD,134.66,134.68,132.39,133.17,2367.05,315849.17
2019-03-11 04-AM,ETHUSD,135.1,135.25,134.62,134.66,336.28,45347.35
2019-03-11 03-AM,ETHUSD,135.08,135.43,135.08,135.1,427.59,57853.36
2019-03-11 02-AM,ETHUSD,135.07,135.33,135,135.08,71.53,9666.82
2019-03-11 01-AM,ETHUSD,134.86,135.29,134.86,135.07,43.9,5930.03
2019-03-11 12-AM,ETHUSD,134.59,135.25,134.58,134.86,450.83,60807.53
2019-03-10 11-PM,ETHUSD,135.4,135.55,134.48,134.59,188.72,25522.12
2019-03-10 10-PM,ETHUSD,135.2,135.59,134.86,135.4,867.72,117268.51
2019-03-10 09-PM,ETHUSD,134.38,135.56,134.38,135.2,1235.49,166985.61
2019-03-10 08-PM,ETHUSD,133.62,134.79,133.62,134.38,175.73,23630.71
2019-03-10 07-PM,ETHUSD,134.01,134.01,133.55,133.62,263.96,35339.48
2019-03-10 06-PM,ETHUSD,134.47,134.68,134.01,134.01,112.85,15159.39
2019-03-10 05-PM,ETHUSD,134.3,134.79,133.98,134.47,386.58,51984.65
2019-03-10 04-PM,ETHUSD,134.72,134.75,133.59,134.3,840.29,112791.93
2019-03-10 03-PM,ETHUSD,134.62,135.18,134.62,134.72,555.2,74892.75
2019-03-10 02-PM,ETHUSD,134.19,135,134.19,134.62,1921.93,258457.19
2019-03-10 01-PM,ETHUSD,134.81,134.9,133.91,134.19,452.9,60847.36
2019-03-10 12-PM,ETHUSD,134.71,135.46,134.64,134.81,437.24,59010.61
2019-03-10 11-AM,ETHUSD,134.72,134.95,134.25,134.71,412.38,55582.16
2019-03-10 10-AM,ETHUSD,134.53,134.96,134.17,134.72,333.57,44899.43
2019-03-10 09-AM,ETHUSD,134.73,134.92,134.31,134.53,882.97,118852.39
2019-03-10 08-AM,ETHUSD,134.24,134.96,134.06,134.73,482.03,64872.57
2019-03-10 07-AM,ETHUSD,134.41,134.41,133.31,134.24,1758.55,235197.29
2019-03-10 06-AM,ETHUSD,135.33,135.33,133.62,134.41,1838.71,246833.87
2019-03-10 05-AM,ETHUSD,135.55,135.56,134.95,135.33,152.15,20601.48
2019-03-10 04-AM,ETHUSD,135.78,135.78,134.72,135.55,2011.4,271633.64
2019-03-10 03-AM,ETHUSD,135.82,135.9,135.49,135.78,332.32,45077.57
2019-03-10 02-AM,ETHUSD,136.5,136.66,135.77,135.82,241.2,32857.17
2019-03-10 01-AM,ETHUSD,136.14,136.83,136.03,136.5,825.22,112484.43
2019-03-10 12-AM,ETHUSD,136.33,136.4,136,136.14,1249.25,170115.4
2019-03-09 11-PM,ETHUSD,136,136.51,135.99,136.33,342.62,46672.61
2019-03-09 10-PM,ETHUSD,135.65,136.04,135.16,136,520.93,70585.19
2019-03-09 09-PM,ETHUSD,135.87,136.08,135.63,135.65,212.06,28803.26
2019-03-09 08-PM,ETHUSD,136.36,136.36,135.63,135.87,413.48,56188.22
2019-03-09 07-PM,ETHUSD,136.31,136.5,136.04,136.36,188.92,25751.17
2019-03-09 06-PM,ETHUSD,135.63,136.68,135.63,136.31,1424.53,194095.03
2019-03-09 05-PM,ETHUSD,135.71,135.89,134.73,135.63,2272.89,307685.29
2019-03-09 04-PM,ETHUSD,136.8,137.34,135.16,135.71,1646.07,224010.75
2019-03-09 03-PM,ETHUSD,137.17,137.76,136.19,136.8,1213.28,166374.81
2019-03-09 02-PM,ETHUSD,136.02,138,135.95,137.17,2719.43,372991.46
2019-03-09 01-PM,ETHUSD,137.22,138.02,135.5,136.02,2956.65,404424.31
2019-03-09 12-PM,ETHUSD,136.5,137.26,136.5,137.22,475.08,65084.51
2019-03-09 11-AM,ETHUSD,136.33,137.23,136.29,136.5,700.03,95850.05
2019-03-09 10-AM,ETHUSD,136.86,137.32,136.33,136.33,1584.8,217085.95
2019-03-09 09-AM,ETHUSD,136.84,138.2,136.75,136.86,2344.58,322064.27
2019-03-09 08-AM,ETHUSD,136.25,136.84,135.86,136.84,2421.45,329895.18
2019-03-09 07-AM,ETHUSD,136.51,137.6,135.77,136.25,2354.63,321530.32
2019-03-09 06-AM,ETHUSD,134.23,137.13,134.23,136.51,3010.0,409204.18
2019-03-09 05-AM,ETHUSD,133.68,134.36,133.68,134.23,1148.76,154091.03
2019-03-09 04-AM,ETHUSD,133.48,133.78,133.3,133.68,180.52,24123.09
2019-03-09 03-AM,ETHUSD,133.79,133.91,133.48,133.48,418.22,55943.77
2019-03-09 02-AM,ETHUSD,133.61,133.79,133.2,133.79,425.42,56796.26
2019-03-09 01-AM,ETHUSD,133.23,134.17,133.23,133.61,638.96,85434.15
2019-03-09 12-AM,ETHUSD,132.8,133.85,132.03,133.23,1705.22,226605.56
2019-03-08 11-PM,ETHUSD,131.82,132.91,131.71,132.8,1293.07,170975.34
2019-03-08 10-PM,ETHUSD,135.39,135.39,128.85,131.82,11409.58,1501226.36
2019-03-08 09-PM,ETHUSD,137.26,137.27,134.86,135.39,1220.53,165932.25
2019-03-08 08-PM,ETHUSD,137.47,138.59,136.6,137.26,3516.47,483328.91
2019-03-08 07-PM,ETHUSD,135.85,137.5,135.77,137.47,1995.65,272482.25
2019-03-08 06-PM,ETHUSD,136.17,136.21,135.76,135.85,770.54,104769.39
2019-03-08 05-PM,ETHUSD,136.06,136.24,135.91,136.17,1751.9,238344.35
2019-03-08 04-PM,ETHUSD,136.41,136.76,135.86,136.06,374.13,51005.6
2019-03-08 03-PM,ETHUSD,136.69,136.7,136.19,136.41,216.25,29500.94
2019-03-08 02-PM,ETHUSD,136.15,137,135.88,136.69,736.03,100451.39
2019-03-08 01-PM,ETHUSD,135.52,136.15,135.26,136.15,3659.1,496540.97
2019-03-08 12-PM,ETHUSD,135.65,135.65,135.11,135.52,3964.03,537238.03
2019-03-08 11-AM,ETHUSD,135.99,135.99,135.31,135.65,3074.73,416905.18
2019-03-08 10-AM,ETHUSD,135.35,136.19,135.25,135.99,345.69,46917.42
2019-03-08 09-AM,ETHUSD,135.43,135.54,134.53,135.35,695.25,93845.18
2019-03-08 08-AM,ETHUSD,135.22,136.19,135.14,135.43,623.46,84574.82
2019-03-08 07-AM,ETHUSD,136.1,136.13,134.81,135.22,5168.15,699069.51
2019-03-08 06-AM,ETHUSD,136.25,137.4,136.01,136.1,2921.48,399764.28
2019-03-08 05-AM,ETHUSD,135.88,136.64,135.69,136.25,824.36,112351.45
2019-03-08 04-AM,ETHUSD,135.23,136.2,135.1,135.88,1455.88,197728.26
2019-03-08 03-AM,ETHUSD,135.72,135.72,134.7,135.23,1174.3,158631.37
2019-03-08 02-AM,ETHUSD,135.45,135.95,135.45,135.72,119.59,16236.11
2019-03-08 01-AM,ETHUSD,136.26,136.4,135.45,135.45,317.42,43124.69
2019-03-08 12-AM,ETHUSD,136.1,136.63,135.46,136.26,472.11,64264.14
2019-03-07 11-PM,ETHUSD,136.92,136.97,135.7,136.1,1165.43,158709.41
2019-03-07 10-PM,ETHUSD,137.31,137.91,136.64,136.92,838.14,115144.46
2019-03-07 09-PM,ETHUSD,136.9,137.53,136.71,137.31,1339.37,183673.45
2019-03-07 08-PM,ETHUSD,136.65,137.08,136.58,136.9,386.54,52890.12
2019-03-07 07-PM,ETHUSD,137.08,137.26,136.65,136.65,427.39,58515.96
2019-03-07 06-PM,ETHUSD,136.66,137.08,136.24,137.08,246.0,33611.2
2019-03-07 05-PM,ETHUSD,136.97,137.13,136.23,136.66,1418.25,194065.56
2019-03-07 04-PM,ETHUSD,136.1,136.97,136.1,136.97,2190.77,299362.89
2019-03-07 03-PM,ETHUSD,137.08,137.88,136.1,136.1,3003.42,412186.21
2019-03-07 02-PM,ETHUSD,136.35,137.14,135.46,137.08,2539.77,345593.39
2019-03-07 01-PM,ETHUSD,137.14,137.39,136.35,136.35,818.5,111908.42
2019-03-07 12-PM,ETHUSD,135.94,137.48,135.53,137.14,1380.36,188474.73
2019-03-07 11-AM,ETHUSD,135.6,136.2,135.6,135.94,6105.59,829112.15
2019-03-07 10-AM,ETHUSD,136.3,136.36,134.65,135.6,3469.31,470232.27
2019-03-07 09-AM,ETHUSD,136.42,136.95,135.68,136.3,5837.61,796362.44
2019-03-07 08-AM,ETHUSD,137.48,137.57,136.14,136.42,3015.93,412565.61
2019-03-07 07-AM,ETHUSD,137.15,137.48,136.94,137.48,1212.99,166319.26
2019-03-07 06-AM,ETHUSD,137.18,137.46,136.16,137.15,1259.02,172401.76
2019-03-07 05-AM,ETHUSD,138.89,139.15,136.37,137.18,3276.31,451034.0
2019-03-07 04-AM,ETHUSD,138.29,139.8,138.13,138.89,2128.75,295613.11
2019-03-07 03-AM,ETHUSD,138.27,139.51,137.74,138.29,2707.37,375043.05
2019-03-07 02-AM,ETHUSD,137.98,138.4,137.51,138.27,774.91,106910.27
2019-03-07 01-AM,ETHUSD,137.83,138.57,137.5,137.98,1981.52,273437.88
2019-03-07 12-AM,ETHUSD,137.04,138.14,136.3,137.83,2187.02,299784.88
2019-03-06 11-PM,ETHUSD,137.34,137.55,136.95,137.04,172.55,23663.65
2019-03-06 10-PM,ETHUSD,136.35,137.6,136.28,137.34,992.7,136068.4
2019-03-06 09-PM,ETHUSD,136.03,136.9,135.49,136.35,488.2,66414.24
2019-03-06 08-PM,ETHUSD,136.44,136.62,136.02,136.03,335.71,45761.9
2019-03-06 07-PM,ETHUSD,136.64,137.24,136.24,136.44,1073.25,146925.11
2019-03-06 06-PM,ETHUSD,136.42,136.72,135.88,136.64,576.21,78561.25
2019-03-06 05-PM,ETHUSD,137.11,137.36,136.42,136.42,743.67,101689.1
2019-03-06 04-PM,ETHUSD,137.54,137.54,136.31,137.11,1602.79,219090.27
2019-03-06 03-PM,ETHUSD,136.32,137.61,136.21,137.54,653.53,89532.56
2019-03-06 02-PM,ETHUSD,136.45,136.46,135,136.32,1515.56,205596.77
2019-03-06 01-PM,ETHUSD,137.32,137.7,136.35,136.45,1165.84,159405.58
2019-03-06 12-PM,ETHUSD,138.39,138.39,137.32,137.32,601.14,82935.87
2019-03-06 11-AM,ETHUSD,136.92,138.44,136.78,138.39,1192.14,163858.12
2019-03-06 10-AM,ETHUSD,137.07,140.13,136.08,136.92,7199.07,994055.37
2019-03-06 09-AM,ETHUSD,136,137.4,135.87,137.07,1300.65,177961.61
2019-03-06 08-AM,ETHUSD,136.85,136.96,135.56,136,1621.9,221367.97
2019-03-06 07-AM,ETHUSD,136.81,137.51,136.17,136.85,361.66,49422.41
2019-03-06 06-AM,ETHUSD,134.98,137.06,134.8,136.81,2057.14,280337.57
2019-03-06 05-AM,ETHUSD,135.06,135.6,134.9,134.98,325.25,43973.14
2019-03-06 04-AM,ETHUSD,134.85,135.14,134.08,135.06,439.58,59129.67
2019-03-06 03-AM,ETHUSD,135.67,135.86,134.6,134.85,760.12,102649.39
2019-03-06 02-AM,ETHUSD,135.07,135.7,134.94,135.67,189.03,25591.79
2019-03-06 01-AM,ETHUSD,135.54,135.85,134.28,135.07,2170.26,293300.32
2019-03-06 12-AM,ETHUSD,136.18,138.93,133.25,135.54,12460.94,1697336.32
2019-03-05 11-PM,ETHUSD,135.1,136.34,134.8,136.18,1575.79,213532.0
2019-03-05 10-PM,ETHUSD,135.21,135.7,134.46,135.1,591.6,79945.05
2019-03-05 09-PM,ETHUSD,135.12,135.68,133.6,135.21,1632.67,219291.81
2019-03-05 08-PM,ETHUSD,136.32,136.5,135.1,135.12,902.32,122517.06
2019-03-05 07-PM,ETHUSD,135.62,136.63,135.58,136.32,630.74,85727.26
2019-03-05 06-PM,ETHUSD,136.22,136.36,134.88,135.62,1183.27,160526.64
2019-03-05 05-PM,ETHUSD,135.67,136.67,135.1,136.22,1828.41,248567.55
2019-03-05 04-PM,ETHUSD,133.59,137.64,133.48,135.67,15944.69,2157432.49
2019-03-05 03-PM,ETHUSD,133.12,134.33,132.97,133.59,7457.26,995504.07
2019-03-05 02-PM,ETHUSD,134.35,134.49,132,133.12,4865.16,647953.33
2019-03-05 01-PM,ETHUSD,128.13,134.75,127.98,134.35,12627.33,1668977.7
2019-03-05 12-PM,ETHUSD,127.51,128.82,127.51,128.13,2201.98,281902.5
2019-03-05 11-AM,ETHUSD,127.4,127.83,127.05,127.51,1313.08,167333.41
2019-03-05 10-AM,ETHUSD,127.68,127.82,127.06,127.4,491.69,62643.19
2019-03-05 09-AM,ETHUSD,128.19,128.19,127.31,127.68,1553.94,198621.65
